22.200001, 0.000000, 0.000000 , 11.120542, -0.034061, -0.006126 , 11.079042, 0.101929, 0.006126 , 1.500000, 0.000000, 1.518626, -0.006126
33.299999, 0.000000, 0.000000 , 22.143824, -0.155672, -0.015938 , 11.152278, 0.333450, 0.015938 , 1.505511, 0.006204, 1.507121, -0.009812
44.599998, 0.000000, 0.003000 , 33.075554, -0.388721, -0.026693 , 11.509964, 0.696167, 0.029693 , 1.505386, 0.016193, 1.518626, -0.010755
55.700001, 0.000000, 0.007000 , 44.059700, -0.729693, -0.035372 , 11.607214, 1.140888, 0.042372 , 1.505094, 0.030224, 1.495616, -0.008679
66.800003, 0.100000, 0.007000 , 54.924435, -1.129480, -0.038189 , 11.819969, 1.681986, 0.045189 , 1.504457, 0.043240, 1.530131, -0.002817
77.699997, 0.200000, 0.006000 , 65.810043, -1.525053, -0.034457 , 11.823466, 2.133646, 0.040457 , 1.504379, 0.046464, 1.507121, 0.003731
88.699997, 0.300000, 0.005000 , 76.883621, -1.877177, -0.029118 , 11.747980, 2.520278, 0.034118 , 1.504684, 0.042070, 1.518626, 0.005339
99.800003, 0.300000, 0.002000 , 87.917404, -2.173551, -0.024590 , 11.818188, 2.764967, 0.026590 , 1.505001, 0.036019, 1.553140, 0.004528
110.800003, 0.300000, 0.002000 , 99.069687, -2.424554, -0.020416 , 11.672251, 2.963457, 0.022416 , 1.505379, 0.028672, 1.530131, 0.004174
122.000000, 0.400000, 0.001000 , 110.146866, -2.635124, -0.017598 , 11.797889, 3.243235, 0.018598 , 1.505459, 0.024645, 1.541635, 0.002818
133.100006, 0.400000, 0.001000 , 121.176262, -2.814651, -0.014953 , 11.874343, 3.392586, 0.015953 , 1.505640, 0.021036, 1.541635, 0.002645
144.000000, 0.400000, 0.001000 , 132.164673, -2.964591, -0.012335 , 11.792924, 3.510326, 0.013335 , 1.505746, 0.018503, 1.507121, 0.002618
155.000000, 0.400000, 0.001000 , 143.049911, -3.084587, -0.009711 , 11.915687, 3.600469, 0.010711 , 1.505763, 0.015972, 1.541635, 0.002624
166.000000, 0.400000, 0.003000 , 153.969879, -3.183655, -0.008433 , 11.999473, 3.684976, 0.011433 , 1.505872, 0.013415, 1.541635, 0.001278
176.899994, 0.500000, 0.004000 , 164.945114, -3.277005, -0.008578 , 11.922043, 3.879410, 0.012578 , 1.505902, 0.014200, 1.495616, -0.000145
